response_id,vignette_id,unit,title,setting,condition,block,model,A_accuracy,A_adaptation,A_actionable,A_cultural,B_accuracy,B_adaptation,B_actionable,B_cultural,C_accuracy,C_adaptation,C_actionable,C_cultural,final_accuracy,final_adaptation,final_actionable,final_cultural,final_total,needs_adjudication,total_diff,A_notes,B_notes,C_notes,adjudication_notes
R0500,M02,,,C,1,2,Gemini-Flash,,,,,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,False,0.0,,C - unavailable investigations and medications,,
R0525,M02,,,B,1,2,LLaMA-3-70B,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,4.5,False,1.0,,,,
R0563,M02,,,B,1,2,GPT-4o-mini,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,4.5,False,1.0,,,,
R0327,M03,,,A,2,2,Gemini-Flash,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0329,M03,,,C,2,2,Claude-Sonnet,,,,,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,False,0.0,,,,
R0364,M03,,,C,1,2,Claude-Sonnet,,,,,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.5,1.0,0.5,0.5,3.5,False,1.0,,,,
R0398,M03,,,A,2,2,Claude-Sonnet,,,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.5,2.0,2.0,1.0,6.5,False,1.0,,,,
R0441,M03,,,C,1,2,Gemini-Flash,,,,,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.5,0.0,0.0,2.5,False,1.0,,,,
R0449,M03,,,A,1,2,GPT-4o-mini,,,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,False,0.0,,,,
R0541,M03,,,B,1,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.5,1.5,1.5,0.5,5.0,False,0.0,,O - no investigations,,
R0569,M03,,,A,2,2,GPT-4o-mini,,,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.5,2.0,2.0,1.0,6.5,False,1.0,,O - no investigations,,
R0385,M04,,,C,1,2,Claude-Sonnet,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,False,0.0,,,,
R0320,M05,,,B,1,2,Claude-Sonnet,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,4.5,False,1.0,,,,
R0390,M05,,,A,2,2,Gemini-Flash,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0411,M05,,,A,2,2,GPT-4o-mini,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0431,M05,,,A,1,2,GPT-4o-mini,,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.0,6.5,False,1.0,,,,
R0438,M05,,,B,1,2,GPT-4o-mini,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,4.5,False,1.0,,O - no mention of hydrocortisone as prednisolone alternative,,
R0515,M05,,,C,1,2,Claude-Sonnet,,,,,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,False,0.0,,,,
R0530,M05,,,A,2,2,Claude-Sonnet,,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.0,6.5,False,1.0,,,,
R0553,M05,,,A,1,2,Claude-Sonnet,,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.0,6.5,False,1.0,,,,
R0365,M06,,,B,1,2,LLaMA-3-70B,,,,,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,False,0.0,,,,
R0400,M06,,,B,1,2,Claude-Sonnet,,,,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.5,1.5,1.5,0.0,4.5,False,1.0,,,,
R0307,M07,,,A,1,2,Claude-Sonnet,,,,,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,False,0.0,,C - Did not dilute glucose,C,
R0522,M07,,,B,1,2,GPT-4o-mini,,,,,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.5,2.0,0.0,1.0,4.5,False,1.0,,"C - Did not dilute glucose, medical bracelet??",,
R0564,M07,,,C,1,2,Claude-Sonnet,,,,,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.5,1.0,5.0,False,0.0,,C - Did not dilute glucose,,
R0321,M08,,,B,1,2,LLaMA-3-70B,,,,,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,False,0.0,,,,
R0344,M08,,,B,1,2,GPT-4o-mini,,,,,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.5,1.0,3.5,False,1.0,,,"C - recommends CT angiography, not available. Emphasis should be on immediate referral to a THC",
R0399,M08,,,C,1,2,GPT-4o-mini,,,,,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,False,0.0,,C - consider specialist referral?,,
R0413,M08,,,B,1,2,Gemini-Flash,,,,,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,3.5,False,1.0,,C - unvailable investigations,,
R0565,M08,,,C,1,2,LLaMA-3-70B,,,,,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.5,0.0,0.5,3.0,False,0.0,,C - unavailable investigations. CONSIDER referral??,,
R0573,M08,,,C,1,2,Gemini-Flash,,,,,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.5,0.0,3.5,False,1.0,,,,
R0507,M09,,,A,1,2,Gemini-Flash,,,,,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.5,2.0,2.0,0.0,5.5,False,1.0,,,,
R0350,M10,,,A,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0381,M10,,,C,2,2,GPT-4o-mini,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,4.5,False,1.0,,,,
R0388,M10,,,C,1,2,GPT-4o-mini,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,4.5,False,1.0,,,,
R0494,M10,,,A,1,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.5,2.0,2.0,0.0,5.5,False,1.0,,C - repeat dose of diazepam first before switching medication,,
R0517,M10,,,C,2,2,LLaMA-3-70B,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0533,M10,,,B,1,2,GPT-4o-mini,,,,,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.5,0.0,1.0,1.0,3.5,False,1.0,,"O - no mention of diazepam, which is more readily available than lorazepam",,
R0570,M10,,,C,2,2,Claude-Sonnet,,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.5,1.0,6.5,False,1.0,,,,
R0299,M11,,,C,1,2,Claude-Sonnet,,,,,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,0.0,0.5,0.0,2.0,False,0.0,,,,
R0306,M11,,,A,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0355,M11,,,A,2,2,Gemini-Flash,,,,,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.5,0.0,5.5,False,1.0,,"C - Citicholin, efamfol brain...",,
R0367,M11,,,C,2,2,Claude-Sonnet,,,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.5,2.0,1.0,1.0,5.5,False,1.0,,,,
R0473,M11,,,C,1,2,GPT-4o-mini,,,,,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.5,0.0,0.5,1.0,3.0,False,0.0,,C - Ct at primary facility? Did not initiate referral to higher facility,,
R0520,M11,,,A,1,2,Claude-Sonnet,,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.5,0.5,6.0,False,0.0,,,,
R0560,M11,,,B,1,2,Gemini-Flash,,,,,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,False,0.0,,"C - lots of unavailable investigations, Ct; no referral",,
R0315,M12,,,B,1,2,GPT-4o-mini,,,,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.5,1.5,1.0,6.0,True,2.0,,,,
R0366,M12,,,A,1,2,Claude-Sonnet,,,,,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,1.5,0.0,4.5,False,1.0,,,,
R0480,M12,,,A,1,2,GPT-4o-mini,,,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.5,2.0,2.0,1.0,6.5,False,1.0,,C - same for all. antiemetic not always indicated,,
R0509,M12,,,C,1,2,LLaMA-3-70B,,,,,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,1.5,1.5,0.0,5.0,False,0.0,,,,
R0548,M12,,,C,1,2,Claude-Sonnet,,,,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.5,1.5,1.0,6.0,False,0.0,,,,
R0393,M13,,,A,1,2,Gemini-Flash,,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.0,6.5,False,1.0,,,,
R0430,M13,,,A,1,2,LLaMA-3-70B,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0447,M13,,,B,1,2,LLaMA-3-70B,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,False,0.0,,,,
R0463,M13,,,C,1,2,GPT-4o-mini,,,,,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.5,0.0,0.5,1.0,3.0,False,0.0,,,,
R0469,M13,,,A,1,2,Claude-Sonnet,,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.0,6.5,False,1.0,,,,
R0555,M13,,,C,1,2,Claude-Sonnet,,,,,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,False,0.0,,,,
R0311,M14,,,B,1,2,Claude-Sonnet,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,False,0.0,,,"C - IDU/HDU not available in SHC, patient should be referred to THC after initial Resuscitation ",
R0325,M14,,,C,1,2,GPT-4o-mini,,,,,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.5,0.5,0.5,1.0,3.5,False,1.0,,"C - abg, other investiigations, insulin not available",,
R0349,M14,,,A,2,2,Gemini-Flash,,,,,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,5.0,False,0.0,,"O - did not look out for precipitants, with history, no hourly monitoring of blood glucose",,
R0418,M14,,,A,1,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,5.0,False,0.0,,,,
R0428,M14,,,B,1,2,GPT-4o-mini,,,,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.5,1.5,1.0,6.0,False,0.0,,,,
R0498,M14,,,A,2,2,Claude-Sonnet,,,,,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.5,2.0,2.0,0.0,5.5,False,1.0,,C - no indication for 02 at 97%,,
R0512,M14,,,C,2,2,Gemini-Flash,,,,,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,1.5,1.0,0.0,4.5,False,1.0,,,,
R0298,M15,,,B,1,2,Gemini-Flash,,,,,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,False,0.0,,,c = no antivenom,
R0303,M15,,,C,1,2,Claude-Sonnet,,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5,0.5,1.0,0.0,3.0,False,0.0,,C - stabilize and refer immediately!,,
R0454,M15,,,A,1,2,GPT-4o-mini,,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.0,6.5,False,1.0,,,,
R0516,M15,,,A,1,2,LLaMA-3-70B,,,,,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.5,2.0,0.0,4.5,False,1.0,,,,
R0424,M16,,,A,1,2,GPT-4o-mini,,,,,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.5,2.0,0.0,4.5,False,1.0,,C - Tb not first diagnosis,,
R0446,M16,,,B,1,2,GPT-4o-mini,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,False,0.0,,C - failed to diagnose potts tb or even list as differential; no tb tests requested. MRI in sec facility?,,
R0478,M16,,,C,1,2,Claude-Sonnet,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,False,0.0,,C - lack of investigations; wrong regimen for potts ,,
R0490,M16,,,A,1,2,Claude-Sonnet,,,,,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.5,0.0,5.5,False,1.0,,,,
R0324,M17,,,B,1,2,Claude-Sonnet,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,False,0.0,,,,
R0358,M17,,,A,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0436,M17,,,B,1,2,LLaMA-3-70B,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,False,0.0,,,,
R0326,M18,,,B,1,2,GPT-4o-mini,,,,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,2.0,1.0,5.5,False,1.0,,,,
R0331,M18,,,C,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.5,6.5,False,1.0,,,,
R0416,M18,,,A,2,2,GPT-4o-mini,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0528,M18,,,C,2,2,GPT-4o-mini,,,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,False,0.0,,,,
R0561,M18,,,A,1,2,GPT-4o-mini,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0580,M18,,,A,1,2,Gemini-Flash,,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.0,6.5,False,1.0,,,,
R0425,M19,,,A,1,2,Claude-Sonnet,,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.0,6.5,False,1.0,,,,
R0437,M19,,,B,1,2,GPT-4o-mini,,,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,False,0.0,,Upper GI endoscopy not available,,
R0523,M19,,,C,1,2,LLaMA-3-70B,,,,,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.5,1.0,1.0,0.0,3.5,False,1.0,,,,
R0334,M20,,,B,1,2,Gemini-Flash,,,,,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.5,2.0,0.0,5.5,False,1.0,,,,
R0408,M20,,,C,1,2,LLaMA-3-70B,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,False,0.0,,,,
R0554,M20,,,A,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.5,2.0,2.0,0.0,5.5,False,1.0,,,,
R0582,M20,,,A,1,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.5,2.0,2.0,0.0,5.5,False,1.0,,,,
R0347,M21,,,A,1,2,Claude-Sonnet,,,,,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.5,0.0,5.5,False,1.0,,,,
R0421,M21,,,B,1,2,Claude-Sonnet,,,,,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,False,0.0,,,,
R0476,M21,,,A,1,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.5,2.0,2.0,0.0,5.5,False,1.0,,O - lumbar puncture if CT is negative,,
R0558,M21,,,B,1,2,Gemini-Flash,,,,,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,False,0.0,,,,
R0576,M21,,,B,1,2,LLaMA-3-70B,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,False,0.0,,,,
R0406,M22,,,C,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.5,1.0,6.5,False,1.0,,,,
R0546,M22,,,A,1,2,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0557,M22,,,C,1,2,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0323,M23,,,C,1,2,Claude-Sonnet,,,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.5,1.5,1.0,1.0,5.0,False,0.0,,C - unavailable investigations,,
R0397,M23,,,A,2,2,Gemini-Flash,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0444,M23,,,B,1,2,Gemini-Flash,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,False,0.0,,O - no inkling of the limitations of GHC,,
R0488,M23,,,C,2,2,GPT-4o-mini,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0513,M23,,,C,1,2,LLaMA-3-70B,,,,,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.5,1.0,1.0,4.0,False,0.0,,O - immediate referral will enable positive outcomes,,
R0540,M23,,,A,2,2,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0313,O01,,,C,1,2,LLaMA-3-70B,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,0.0,,"C - no investigations, blood transfusion facilities, or senior obstetrician available. did not refer. oxytocin dose not adequate, no uterine massage",,
R0345,O01,,,A,2,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.5,5.5,False,1.0,,oxytocin dose not adequate,,
R0359,O01,,,C,2,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.5,5.5,False,1.0,,O - dose of oxytocin not stated,,
R0376,O01,,,A,2,2,Gemini-Flash,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.5,6.5,False,1.0,,,,
R0457,O01,,,A,2,2,Claude-Sonnet,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0534,O01,,,A,1,2,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0545,O01,,,C,2,2,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0568,O01,,,A,2,2,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0341,O02,,,C,1,2,Gemini-Flash,,,,,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.5,2.0,0.0,5.5,False,1.0,,C - usure about availability of medications,,
R0462,O02,,,A,2,2,GPT-4o-mini,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0471,O02,,,C,1,2,GPT-4o-mini,,,,,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,3.5,False,1.0,,"O- no idea to refer, this patient would probably die",,
R0492,O02,,,A,2,2,Claude-Sonnet,,,,,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.5,2.0,2.0,0.0,5.5,False,1.0,,,,
R0508,O02,,,B,1,2,GPT-4o-mini,,,,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.5,2.0,1.0,6.5,False,1.0,,O - no consideration some medications or labs may be unavailable,,
R0294,O03,,,C,1,2,GPT-4o-mini,,,,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.5,1.5,1.5,1.0,5.5,False,1.0,,C - did not refer patient to higher facility for delivery; did not initiate antihypertensive therapy,"O- did not mention referral, Preecclampsia is a high risk pregnancy and should be managed and followed up in a THC or SHC",
R0382,O03,,,B,1,2,Gemini-Flash,,,,,2.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.5,1.5,2.0,0.0,5.0,False,0.0,,C - did not refer patient to higher facility for delivery,,
R0420,O03,,,A,1,2,Claude-Sonnet,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0505,O03,,,A,1,2,LLaMA-3-70B,,,,,2.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.5,2.0,0.0,5.5,False,1.0,,,,
R0524,O03,,,A,1,2,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0527,O03,,,B,1,2,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0572,O03,,,B,1,2,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0336,O04,,,A,2,2,GPT-4o-mini,,,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.5,2.0,2.0,1.0,6.5,False,1.0,,C - resuscitation does not feel aggressive enough. 2 wide bore cannulae not emphasized. Alternatives to blood trnasfusion not mentioned; normal saline might not cut it ,,
R0378,O04,,,C,1,2,Gemini-Flash,,,,,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.5,0.5,0.5,4.5,False,1.0,,,,
R0456,O04,,,A,2,2,Gemini-Flash,,,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.5,2.0,2.0,1.0,6.5,False,1.0,,C - autologous options are not available,,
R0483,O04,,,B,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.5,1.0,6.5,False,1.0,,,,
R0495,O04,,,A,2,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.5,2.0,2.0,1.0,6.5,False,1.0,,O - 2 wide bore cannula,,
R0497,O04,,,A,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0550,O04,,,A,2,2,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0343,O05,,,C,1,2,Claude-Sonnet,,,,,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.5,1.0,4.5,False,1.0,,,,
R0585,O05,,,B,1,2,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0317,O06,,,A,1,2,Gemini-Flash,,,,,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.5,3.5,False,1.0,,C - 50% dextrose undiluted??,C,
R0380,O06,,,C,1,2,Gemini-Flash,,,,,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.5,2.0,1.5,0.0,5.0,False,0.0,,,,
R0451,O06,,,C,1,2,LLaMA-3-70B,,,,,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,False,0.0,,C - cant monitor electrolyte at phc,,
R0337,O07,,,B,1,2,GPT-4o-mini,,,,,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,False,0.0,,C - Fail to consider SCD diagnosis; iron products to be avoided?,,
R0360,O07,,,A,1,2,LLaMA-3-70B,,,,,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,5.0,False,0.0,,"C - Did nothing to address the anemia- transfusion, IV fluids",,
R0369,O07,,,A,1,2,Claude-Sonnet,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.5,6.5,False,1.0,,,,
R0486,O07,,,C,1,2,Claude-Sonnet,,,,,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.5,0.5,1.0,5.0,False,0.0,,C - investigations not available in phc,,
R0453,O08,,,A,1,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.5,5.5,False,1.0,,"O - 2 wide bore IV cannula, speculum examination and clot evacuation would determine if MVA needed",,
R0552,O08,,,B,1,2,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0318,O09,,,B,1,2,GPT-4o-mini,,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.5,2.0,1.0,5.5,False,1.0,,C - unvailable listed investigations,,
R0443,O09,,,C,1,2,GPT-4o-mini,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,False,0.0,,"O - would want to cover with doxycycline and metro too
C - testing/investigations may not be available in phc",,
R0450,O09,,,A,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0521,O09,,,C,1,2,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0567,O09,,,B,1,2,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0340,O10,,,A,1,2,Claude-Sonnet,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0374,O10,,,C,1,2,Claude-Sonnet,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,False,0.0,,"C - unavailable investigations, did not perform cervical assessment",,
